gbifid	kingdom	family	scientificname	countrycode	decimallatitude	decimallongitude	coordinateuncertaintyinmeters	eventdate	day	month	year
1580095951	Animalia	Pieridae	Gonepteryx rhamni (Linnaeus, 1758)	HR	43.258057	17.063749	250	2017-04-15T02:00Z	15	4	2017
1580095873	Animalia	Pieridae	Gonepteryx rhamni (Linnaeus, 1758)	HR	43.284321	17.09173	250	2017-06-12T02:00Z	12	6	2017
1572400483	Animalia	Pentatomidae	Graphosoma Laporte, 1833	HR	44.269722	15.128611		2017-07-04T23:01Z	4	7	2017
1580105828	Plantae	Orchidaceae	Gymnadenia conopsea (L.) R.Br.	HR	43.284321	17.09173	250	2017-06-06T02:00Z	6	6	2017
1580489125	Animalia	Geometridae	Gymnoscelis rufifasciata Haworth, 1809	HR	43.550512	16.387385	6	2017-07-03T02:00Z	3	7	2017
1580109284	Animalia	Haliotidae	Haliotis tuberculata Linnaeus, 1758	HR	43.222797	17.000879	250	2017-06-13T02:00Z	13	6	2017
1580490897	Plantae	Araliaceae	Hedera helix L.	HR	44.187778	15.822222		2017-07-05T15:00Z	5	7	2017
1580111319	Plantae	Araliaceae	Hedera helix L.	HR	45.080399	14.144146	250	2017-05-18T02:00Z	18	5	2017
1586946554	Plantae	Asteraceae	Helichrysum italicum (Roth) G.Don	HR	44.875992	14.44485		2017-08-15T18:43Z	15	8	2017
1580111311	Plantae	Asteraceae	Helichrysum Mill.	HR	45.080399	14.144146	250	2017-05-18T02:00Z	18	5	2017
1580110543	Animalia	Helicidae	Helix pomatia Linnaeus, 1758	HR	45.438725	14.852249	250	2017-06-09T02:00Z	9	6	2017
1586098119	Animalia	Gekkonidae	Hemidactylus turcicus (Linnaeus, 1758) Linnaeus, 1758	HR	44.221944	15.175556		2017-07-03T22:16Z	3	7	2017
1572379071	Animalia	Muricidae	Hexaplex trunculus (Linnaeus, 1758)	HR	44.23015	15.162626	2752	2017-07-01T14:15Z	1	7	2017
1572346367	Animalia	Colubridae	Hierophis gemonensis (Laurenti, 1768)	HR	45.01806	14.06209	10	2017-06-17T16:50Z	17	6	2017
1586162657	Animalia	Recurvirostridae	Himantopus himantopus (Linnaeus, 1758)	HR	45.029499	13.692741	250	2017-08-06T02:00Z	6	8	2017
1580113755	Animalia	Recurvirostridae	Himantopus himantopus (Linnaeus, 1758)	HR	44.361046	15.151219	250	2017-05-30T02:00Z	30	5	2017
1580113680	Animalia	Nymphalidae	Hipparchia semele Linnaeus, 1758	HR	43.284321	17.09173	250	2017-06-12T02:00Z	12	6	2017
1580118398	Animalia	Hirundinidae	Hirundo rupestris Scopoli, 1769	HR	43.284321	17.09173	250	2017-04-18T02:00Z	18	4	2017
1586162439	Animalia	Hirundinidae	Hirundo rustica Linnaeus, 1758	HR	45.035553	13.889122	250	2017-08-05T02:00Z	5	8	2017
1586114425	Animalia	Hirundinidae	Hirundo rustica Linnaeus, 1758	HR	44.801309	13.910248	1032	2017-07-30T10:39Z	30	7	2017
1580118220	Animalia	Hirundinidae	Hirundo rustica Linnaeus, 1758	HR	45.080399	14.144146	250	2017-05-21T02:00Z	21	5	2017
1580116822	Animalia	Hirundinidae	Hirundo rustica Linnaeus, 1758	HR	43.26226	17.059801	250	2017-04-14T02:00Z	14	4	2017
1580115522	Animalia	Hirundinidae	Hirundo rustica Linnaeus, 1758	HR	45.080399	14.144146	250	2017-05-18T02:00Z	18	5	2017
1580114778	Animalia	Hirundinidae	Hirundo rustica Linnaeus, 1758	HR	43.242828	17.087532	250	2017-06-07T02:00Z	7	6	2017
1580114350	Animalia	Hirundinidae	Hirundo rustica Linnaeus, 1758	HR	43.263351	17.057098	250	2017-04-14T02:00Z	14	4	2017
1580113877	Animalia	Hirundinidae	Hirundo rustica Linnaeus, 1758	HR	43.242828	17.087532	250	2017-06-04T02:00Z	4	6	2017
1580113863	Animalia	Hirundinidae	Hirundo rustica Linnaeus, 1758	HR	45.080399	14.144146	250	2017-05-23T02:00Z	23	5	2017
1580113709	Animalia	Hirundinidae	Hirundo rustica Linnaeus, 1758	HR	44.514317	14.917942	250	2017-05-29T02:00Z	29	5	2017
1580113343	Animalia	Hirundinidae	Hirundo rustica Linnaeus, 1758	HR	43.258057	17.063749	250	2017-04-15T02:00Z	15	4	2017
1572351727	Animalia	Hirundinidae	Hirundo rustica Linnaeus, 1758	HR	44.949173	14.415618	10	2017-06-20T18:35Z	20	6	2017
1580119074	Animalia	Holothuriidae	Holothuria forskali Delle Chiaje, 1823	HR	43.222797	17.000879	250	2017-06-13T02:00Z	13	6	2017
1580119020	Animalia	Holothuriidae	Holothuria tubulosa Gmelin, 1791	HR	43.222797	17.000879	250	2017-06-13T02:00Z	13	6	2017
1580121900	Animalia	Hygromiidae	Hygromia cinctella Draparnaud, 1801	HR	45.460732	14.830427	250	2017-06-10T02:00Z	10	6	2017
1572351693	Plantae	Hypericaceae	Hypericum perforatum L.	HR	46.076503	15.676818	10	2017-06-25T19:11Z	25	6	2017
1580121972	Animalia	Lacertidae	Iberolacerta horvathi (Méhely, 1904)	HR	43.284321	17.09173	250	2017-06-06T02:00Z	6	6	2017
1572347137	Animalia	Salamandridae	Ichthyosaura alpestris (Laurenti, 1768)	HR	45.4004	14.14892	11	2017-06-25T12:38Z	25	6	2017
1580122669	Animalia	Geometridae	Idaea aversata Linnaeus, 1758	HR	43.242828	17.087532	250	2017-06-05T02:00Z	5	6	2017
1572345899	Animalia	Geometridae	Idaea rusticata Schiffermüller, 1775	HR	43.550514	16.387385	6	2017-06-29T02:00Z	29	6	2017
1580123448	Plantae	Aquifoliaceae	Ilex aquifolium L.	HR	45.080399	14.144146	250	2017-05-23T02:00Z	23	5	2017
1586931368	Plantae	Balsaminaceae	Impatiens balfourii Hook. fil.	HR	45.306703	14.716758		2017-08-11T20:12Z	11	8	2017
1580124101	Plantae	Asteraceae	Inula verbascifolia (Willd.) Hausskn.	HR	43.284321	17.09173	250	2017-06-15T02:00Z	15	6	2017
1572400669	Plantae	Asteraceae	Inula verbascifolia (Willd.) Hausskn.	HR	44.291667	15.126667		2017-07-05T18:16Z	5	7	2017
1586115693	Animalia	Papilionidae	Iphiclides podalirius (Linnaeus, 1758)	HR	43.907813	16.395941	13	2017-06-25T10:19Z	25	6	2017
1580124364	Animalia	Papilionidae	Iphiclides podalirius (Linnaeus, 1758)	HR	43.242828	17.087532	250	2017-06-07T02:00Z	7	6	2017
1580124359	Animalia	Papilionidae	Iphiclides podalirius (Linnaeus, 1758)	HR	45.089458	14.120672	250	2017-05-25T02:00Z	25	5	2017
1580124338	Animalia	Papilionidae	Iphiclides podalirius (Linnaeus, 1758)	HR	44.87558	13.841143	250	2017-05-15T02:00Z	15	5	2017
1580124312	Animalia	Papilionidae	Iphiclides podalirius (Linnaeus, 1758)	HR	43.26226	17.059801	250	2017-04-19T02:00Z	19	4	2017
1572357606	Animalia	Papilionidae	Iphiclides podalirius (Linnaeus, 1758)	HR	43.538721	16.482818	24	2017-07-03T02:00Z	3	7	2017
1572351631	Animalia	Papilionidae	Iphiclides podalirius (Linnaeus, 1758)	HR	44.955913	14.413041	10	2017-06-20T14:39Z	20	6	2017
1586115690	Animalia	Nymphalidae	Issoria lathonia Linnaeus, 1758	HR	43.907872		16.395821	11	2017-06-25T10:24Z	25	6	2017
1580125423	Animalia	Nymphalidae	Issoria lathonia Linnaeus, 1758	HR	45.066006	14.140863	250	2017-05-17T02:00Z	17	5	2017
1580126064	Plantae	Asteraceae	Jacobaea maritima (L.) Pelser & Meijden	HR	45.080399	14.144146	250	2017-05-23T02:00Z	23	5	2017
1572384057	Plantae	Asteraceae	Jacobaea maritima (L.) Pelser & Meijden	HR	44.233891	15.169444		2017-07-01T22:28Z	1	7	2017
1586120760	Plantae	Cupressaceae	Juniperus deltoides R.P. Adams	HR	44.771291	13.907306	8	2017-08-01T12:33Z	1	8	2017
1580126674	Plantae	Cupressaceae	Juniperus oxycedrus L.	HR	45.066006	14.140863	250	2017-05-16T02:00Z	16	5	2017
1580126563	Plantae	Cupressaceae	Juniperus oxycedrus L.	HR	45.066006	14.140863	250	2017-05-17T02:00Z	17	5	2017
1580127679	Plantae	Dipsacaceae	Knautia arvensis (L.) Coult.	HR	45.460732	14.830427	250	2017-06-10T02:00Z	10	6	2017
1580127471	Plantae	Xanthorrhoeaceae	Kniphofia Moench	HR	45.080399	14.144146	250	2017-05-23T02:00Z	23	5	2017
1580127364	Plantae	Xanthorrhoeaceae	Kniphofia Moench	HR	45.080399	14.144146	250	2017-05-18T02:00Z	18	5	2017
1580132413	Animalia	Noctuidae	Lacanobia wlatinum Hufnagel, 1766	HR	45.405193		14.799158	250	2017-06-10T02:00Z	10	6	2017
1586094410	Animalia	Lacertidae	Lacerta Linnaeus, 1758	HR	44.062026	16.144193	8	2017-06-08T09:22Z	8	6	2017
1580130598	Animalia	Lacertidae	Lacerta Linnaeus, 1758	HR	45.066006	14.140863	250	2017-05-19T02:00Z	19	5	2017
1580129636	Animalia	Lacertidae	Lacerta Linnaeus, 1758	HR	43.242828	17.087532	250	2017-06-05T02:00Z	5	6	2017
1572351509	Animalia	Lacertidae	Lacerta Linnaeus, 1758	HR	45.10663	14.03495	46	2017-06-27T19:27Z	27	6	2017
1586097389	Animalia	Lacertidae	Lacerta trilineata Bedriaga, 1886	HR	44.233055	15.171111		2017-07-01T21:50Z	1	7	2017
1586096689	Animalia	Lacertidae	Lacerta trilineata Bedriaga, 1886	HR	45.056287	14.870768	122	2017-07-02T11:24Z	2	7	2017
1580136093	Animalia	Lacertidae	Lacerta trilineata Bedriaga, 1886	HR	43.284321	17.09173	250	2017-06-10T02:00Z	10	6	2017
1580128356	Fungi	Fomitopsidaceae	Laetiporus sulphureus (Bull.) Murrill, 1920	HR	45.491428	14.691038	250	2017-06-12T02:00Z	12	6	2017
1572400727	Plantae	Poaceae	Lagurus ovatus L.	HR	44.231944	15.168611		2017-07-06T21:46Z	6	7	2017
1580139360	Animalia	Laniidae	Lanius collurio Linnaeus, 1758	HR	45.460732	14.830427	250	2017-06-10T02:00Z	10	6	2017
1580133497	Animalia	Laniidae	Lanius collurio Linnaeus, 1758	HR	44.87339		14.984264	250	2017-06-01T02:00Z	1	6	2017
1580133417	Animalia	Laniidae	Lanius collurio Linnaeus, 1758	HR	44.412693	15.089207	250	2017-05-29T02:00Z	29	5	2017
1580131780	Animalia	Laniidae	Lanius collurio Linnaeus, 1758	HR	45.419903	14.706059	250	2017-06-11T02:00Z	11	6	2017
1580129508	Animalia	Laniidae	Lanius collurio Linnaeus, 1758	HR	43.242828	17.087532	250	2017-06-04T02:00Z	4	6	2017
1580129096	Animalia	Laniidae	Lanius collurio Linnaeus, 1758	HR	44.514317	14.917942	250	2017-05-29T02:00Z	29	5	2017
1580129039	Animalia	Laniidae	Lanius collurio Linnaeus, 1758	HR	43.242828	17.087532	250	2017-06-11T02:00Z	11	6	2017
1580133418	Animalia	Laniidae	Lanius senator Linnaeus, 1758	HR	44.412693	15.089207	250	2017-05-29T02:00Z	29	5	2017
1580129073	Animalia	Laniidae	Lanius senator Linnaeus, 1758	HR	44.514317	14.917942	250	2017-05-29T02:00Z	29	5	2017
1586167328	Animalia	Laridae	Larus michahellis J. F. Naumann, 1840	HR	45.029499	13.692741	250	2017-08-06T02:00Z	6	8	2017
1580139099	Animalia	Laridae	Larus michahellis J. F. Naumann, 1840	HR	45.080399	14.144146	250	2017-05-21T02:00Z	21	5	2017
1580137349	Animalia	Laridae	Larus michahellis J. F. Naumann, 1840	HR	44.87558	13.841143	250	2017-05-15T02:00Z	15	5	2017
1580136037	Animalia	Laridae	Larus michahellis J. F. Naumann, 1840	HR	43.26226	17.059801	250	2017-04-14T02:00Z	14	4	2017
1580132814	Animalia	Laridae	Larus michahellis J. F. Naumann, 1840	HR	44.913155	13.761921	250	2017-05-22T02:00Z	22	5	2017
1580132106	Animalia	Laridae	Larus michahellis J. F. Naumann, 1840	HR	45.080399	14.144146	250	2017-05-14T02:00Z	14	5	2017
1580130562	Animalia	Laridae	Larus michahellis J. F. Naumann, 1840	HR	43.263351	17.057098	250	2017-04-14T02:00Z	14	4	2017
1580129506	Animalia	Laridae	Larus michahellis J. F. Naumann, 1840	HR	43.242828	17.087532	250	2017-06-04T02:00Z	4	6	2017
1580129428	Animalia	Laridae	Larus michahellis J. F. Naumann, 1840	HR	45.080399	14.144146	250	2017-05-23T02:00Z	23	5	2017
1580129187	Animalia	Laridae	Larus michahellis J. F. Naumann, 1840	HR	44.361046	15.151219	250	2017-05-30T02:00Z	30	5	2017
1580129100	Animalia	Laridae	Larus michahellis J. F. Naumann, 1840	HR	44.514317	14.917942	250	2017-05-29T02:00Z	29	5	2017
1580129095	Animalia	Laridae	Larus michahellis J. F. Naumann, 1840	HR	45.080399	14.144146	250	2017-05-17T02:00Z	17	5	2017
1580135271	Animalia	Nymphalidae	Lasiommata maera (Linnaeus, 1758) Linnaeus, 1758	HR	45.078732	14.1364	250	2017-05-24T02:00Z	24	5	2017
1580133910	Animalia	Nymphalidae	Lasiommata maera (Linnaeus, 1758) Linnaeus, 1758	HR	45.078732	14.1364	250	2017-05-25T02:00Z	25	5	2017
1621773563	Animalia	Nymphalidae	Lasiommata megera (Linnaeus, 1767) Linnaeus, 1767	HR	43.554821	16.388297	48	2017-07-01T02:00Z	1	7	2017
1586115715	Animalia	Nymphalidae	Lasiommata megera (Linnaeus, 1767) Linnaeus, 1767	HR	43.907999	16.395767	9	2017-06-25T10:28Z	25	6	2017
1580136097	Animalia	Nymphalidae	Lasiommata megera (Linnaeus, 1767) Linnaeus, 1767	HR	43.284321	17.09173	250	2017-06-10T02:00Z	10	6	2017
1580135976	Animalia	Nymphalidae	Lasiommata megera (Linnaeus, 1767) Linnaeus, 1767	HR	45.066006	14.140863	250	2017-05-17T02:00Z	17	5	2017
1580135282	Animalia	Nymphalidae	Lasiommata megera (Linnaeus, 1767) Linnaeus, 1767	HR	45.078732	14.1364	250	2017-05-24T02:00Z	24	5	2017
1580133869	Animalia	Nymphalidae	Lasiommata megera (Linnaeus, 1767) Linnaeus, 1767	HR	45.078732	14.1364	250	2017-05-25T02:00Z	25	5	2017
1580130586	Animalia	Nymphalidae	Lasiommata megera (Linnaeus, 1767) Linnaeus, 1767	HR	43.286812	17.023058	250	2017-04-14T02:00Z	14	4	2017
1580130525	Animalia	Nymphalidae	Lasiommata megera (Linnaeus, 1767) Linnaeus, 1767	HR	43.263351	17.057098	250	2017-04-14T02:00Z	14	4	2017
1580130073	Animalia	Nymphalidae	Lasiommata megera (Linnaeus, 1767) Linnaeus, 1767	HR	45.089458	14.120672	250	2017-05-25T02:00Z	25	5	2017
1580135281	Plantae	Fabaceae	Lathyrus aphaca L.	HR	45.078732	14.1364	250	2017-05-24T02:00Z	24	5	2017
1580133894	Plantae	Fabaceae	Lathyrus L.	HR	45.078732	14.1364	250	2017-05-25T02:00Z	25	5	2017
1580132849	Plantae	Fabaceae	Lathyrus L.	HR	45.080399	14.144146	250	2017-05-22T02:00Z	22	5	2017
1580135274	Plantae	Fabaceae	Lathyrus latifolius L.	HR	45.078732	14.1364	250	2017-05-24T02:00Z	24	5	2017
1621774052	Animalia	Theridiidae	Latrodectus tredecimguttatus (Rossi, 1790)	HR	44.213611	15.165		2017-07-03T20:45Z	3	7	2017
1621778581	Plantae	Lauraceae	Laurus nobilis L.	HR	44.946019	14.417503	2752	2017-08-18T22:39Z	18	8	2017
1586116248	Plantae	Lauraceae	Laurus nobilis L.	HR	44.792081	13.90538	2064	2017-07-31T23:37Z	31	7	2017
1580133166	Plantae	Lauraceae	Laurus nobilis L.	HR	45.080399	14.144146	250	2017-05-18T02:00Z	18	5	2017
1580132846	Plantae	Lauraceae	Laurus nobilis L.	HR	44.913155	13.761921	250	2017-05-22T02:00Z	22	5	2017
1580142609	Animalia	Tettigoniidae	Leptophyes punctatissima (Bosc, 1792)	HR	45.066006	14.140863	250	2017-05-17T02:00Z	17	5	2017
1580142373	Animalia	Tettigoniidae	Leptophyes punctatissima (Bosc, 1792)	HR	45.078732	14.1364	250	2017-05-24T02:00Z	24	5	2017
1580140700	Animalia	Tettigoniidae	Leptophyes punctatissima (Bosc, 1792)	HR	45.066006	14.140863	250	2017-05-19T02:00Z	19	5	2017
1580147257	Animalia	Ascalaphidae	Libelloides macaronius (Scopoli, 1763)	HR	45.094612	14.18886	250	2017-05-26T02:00Z	26	5	2017
1580144761	Plantae	Liliaceae	Lilium martagon L.	HR	45.438725	14.852249	250	2017-06-09T02:00Z	9	6	2017
1621778489	Plantae	Asteraceae	Limbarda crithmoides (L.) Dumort.	HR	44.955823	14.415335	19	2017-08-18T22:44Z	18	8	2017
1572400521	Plantae	Asteraceae	Limbarda crithmoides subsp. longifolia (Arcang.) Greuter	HR	44.211974	15.158753	8	2017-07-03T21:25Z	3	7	2017
1586168028	Animalia	Nymphalidae	Limenitis reducta Staudinger, 1901	HR	45.035553	13.889122	250	2017-07-31T02:00Z	31	7	2017
1586096669	Animalia	Nymphalidae	Limenitis reducta Staudinger, 1901	HR	43.558164	16.440868	48	2017-07-03T02:00Z	3	7	2017
1580147254	Animalia	Nymphalidae	Limenitis reducta Staudinger, 1901	HR	45.094612	14.18886	250	2017-05-26T02:00Z	26	5	2017
1580144743	Animalia	Nymphalidae	Limenitis reducta Staudinger, 1901	HR	45.066006	14.140863	250	2017-05-19T02:00Z	19	5	2017
1580144312	Animalia	Nymphalidae	Limenitis reducta Staudinger, 1901	HR	45.080399	14.144146	250	2017-05-17T02:00Z	17	5	2017
1580144132	Plantae	Orchidaceae	Limodorum abortivum (L.) Sw.	HR	45.066006	14.140863	250	2017-06-01T02:00Z	1	6	2017
1621802505	Plantae	Plantaginaceae	Linaria vulgaris Mill.	HR	44.94569	14.41733		2017-08-22T18:34Z	22	8	2017
1572400653	Plantae	Plantaginaceae	Linaria vulgaris Mill.	HR	44.161647	15.848616	4	2017-07-05T12:15Z	5	7	2017
1580145686	Plantae	Magnoliaceae	Liriodendron tulipifera L.	HR	45.080399	14.144146	250	2017-05-16T02:00Z	16	5	2017
1572347377	Animalia	Salamandridae	Lissotriton vulgaris (Linnaeus, 1758)	HR	45.368497	14.016735	5	2017-06-28T13:22Z	28	6	2017
1572347296	Animalia	Salamandridae	Lissotriton vulgaris (Linnaeus, 1758)	HR	45.34668	14.06151	11	2017-06-28T12:02Z	28	6	2017
1572347218	Animalia	Salamandridae	Lissotriton vulgaris (Linnaeus, 1758)	HR	45.4004	14.14892	11	2017-06-25T12:29Z	25	6	2017
1500280026	Animalia	Salamandridae	Lissotriton vulgaris (Linnaeus, 1758)	HR	45.629611	16.229201	8256	2017-04-12T17:45Z	12	4	2017
1580149328	Fungi	Lobariaceae	Lobaria pulmonaria (L.) Hoffm.	HR	45.415924	14.667864	250	2017-06-11T02:00Z	11	6	2017
1586097455	Animalia	Ectobiidae	Loboptera decipiens (Germar, 1817)	HR	44.232745	15.171369	688	2017-07-01T22:18Z	1	7	2017
1580149006	Plantae	Caprifoliaceae	Lonicera etrusca G. Santi	HR	45.066006	14.140863	250	2017-05-17T02:00Z	17	5	2017
1580147916	Plantae	Caprifoliaceae	Lonicera etrusca G. Santi	HR	45.066006	14.140863	250	2017-05-19T02:00Z	19	5	2017
1580490824	Plantae	Fabaceae	Lotus corniculatus L.	HR	44.273889	15.126944		2017-07-04T22:38Z	4	7	2017
1572351825	Plantae	Fabaceae	Lotus corniculatus L.	HR	46.07656	15.676763	10	2017-06-25T19:11Z	25	6	2017
1580149003	Plantae	Fabaceae	Lotus cytisoides L.	HR	45.066006	14.140863	250	2017-05-17T02:00Z	17	5	2017
1580148881	Plantae	Fabaceae	Lotus cytisoides L.	HR	45.078732	14.1364	250	2017-05-24T02:00Z	24	5	2017
1580152204	Animalia	Muscicapidae	Luscinia megarhynchos C. L. Brehm, 1831	HR	43.242828	17.087532	250	2017-06-14T02:00Z	14	6	2017
1580150105	Animalia	Muscicapidae	Luscinia megarhynchos C. L. Brehm, 1831	HR	43.242828	17.087532	250	2017-06-04T02:00Z	4	6	2017
1580149994	Animalia	Muscicapidae	Luscinia megarhynchos C. L. Brehm, 1831	HR	44.514317	14.917942	250	2017-05-29T02:00Z	29	5	2017
1580149990	Animalia	Muscicapidae	Luscinia megarhynchos C. L. Brehm, 1831	HR	43.284321	17.09173	250	2017-06-12T02:00Z	12	6	2017
1580149972	Animalia	Muscicapidae	Luscinia megarhynchos C. L. Brehm, 1831	HR	43.242828	17.087532	250	2017-06-11T02:00Z	11	6	2017
1580149919	Animalia	Muscicapidae	Luscinia megarhynchos C. L. Brehm, 1831	HR	43.258057	17.063749	250	2017-04-15T02:00Z	15	4	2017
1580154393	Animalia	Lycaenidae	Lycaena alciphron (Rottemburg, 1775)	HR	45.415924	14.667864	250	2017-06-11T02:00Z	11	6	2017
1580153636	Animalia	Lycaenidae	Lycaena helle (Denis & Schiffermuller, 1775) Denis & Schiffermuller, 1775	HR	45.078732	14.1364	250	2017-05-25T02:00Z	25	5	2017
1580152687	Animalia	Lycaenidae	Lycaena phlaeas (Linnaeus, 1761)	HR	43.284321	17.09173	250	2017-06-06T02:00Z	6	6	2017
